state,county_name,party,candidatevotes,totalvotes,win_percentage
MICHIGAN,CRAWFORD,REPUBLICAN,5087,7861,0.6471186871899249
MICHIGAN,DELTA,REPUBLICAN,13207,21151,0.6244149212803177
MICHIGAN,DICKINSON,REPUBLICAN,9617,14589,0.6591952841181712
MICHIGAN,EATON,REPUBLICAN,31798,64327,0.4943180934910691
MICHIGAN,EMMET,REPUBLICAN,12135,22177,0.5471885286558146
MICHIGAN,GENESEE,DEMOCRAT,119390,221360,0.5393476689555475
MICHIGAN,GLADWIN,REPUBLICAN,9893,14603,0.677463534890091
MICHIGAN,GOGEBIC,REPUBLICAN,4600,8266,0.5564964916525527
MICHIGAN,GRAND TRAVERSE,REPUBLICAN,30502,60236,0.5063749252938442
MICHIGAN,GRATIOT,REPUBLICAN,12102,19127,0.6327181471218696
MICHIGAN,HILLSDALE,REPUBLICAN,17037,23302,0.7311389580293537
MICHIGAN,HOUGHTON,REPUBLICAN,10378,18501,0.5609426517485542
MICHIGAN,HURON,REPUBLICAN,12731,18437,0.6905136410478928
MICHIGAN,INGHAM,DEMOCRAT,94212,144550,0.651760636457973
MICHIGAN,IONIA,REPUBLICAN,20657,32209,0.6413424819149927
MICHIGAN,IOSCO,REPUBLICAN,9759,15363,0.6352274946299551
MICHIGAN,IRON,REPUBLICAN,4216,6789,0.6210045662100456
MICHIGAN,ISABELLA,REPUBLICAN,14815,29421,0.5035518847082017
MICHIGAN,JACKSON,REPUBLICAN,47372,80861,0.5858448448572241
MICHIGAN,KALAMAZOO,DEMOCRAT,83686,143414,0.5835274101552149
MICHIGAN,KALKASKA,REPUBLICAN,7436,10631,0.6994638321888815
MICHIGAN,KENT,DEMOCRAT,187915,361048,0.5204709623097206
MICHIGAN,KEWEENAW,REPUBLICAN,862,1557,0.5536287732819525
MICHIGAN,LAKE,REPUBLICAN,3946,6323,0.6240708524434604
MICHIGAN,LAPEER,REPUBLICAN,35482,52650,0.6739221272554606
MICHIGAN,LEELANAU,DEMOCRAT,8795,16900,0.520414201183432
MICHIGAN,LENAWEE,REPUBLICAN,31541,53375,0.5909320843091335
MICHIGAN,LIVINGSTON,REPUBLICAN,76982,127197,0.6052186765411134
MICHIGAN,LUCE,REPUBLICAN,2109,3001,0.7027657447517495
MICHIGAN,MACKINAC,REPUBLICAN,4304,7015,0.6135424091233072
MICHIGAN,MACOMB,REPUBLICAN,263863,494256,0.5338589718688291
MICHIGAN,MANISTEE,REPUBLICAN,8321,14655,0.5677925622654384
MICHIGAN,MARQUETTE,DEMOCRAT,20465,37462,0.5462869040627836
MICHIGAN,MASON,REPUBLICAN,10207,17254,0.5915729685869944
MICHIGAN,MECOSTA,REPUBLICAN,13267,21049,0.6302912252363533
MICHIGAN,MENOMINEE,REPUBLICAN,8117,12607,0.6438486555088443
MICHIGAN,MIDLAND,REPUBLICAN,27675,49088,0.5637834093872229
MICHIGAN,MISSAUKEE,REPUBLICAN,6648,8755,0.7593375214163335
MICHIGAN,MONROE,REPUBLICAN,52710,87148,0.6048331573874328
MICHIGAN,MONTCALM,REPUBLICAN,21815,32100,0.679595015576324
MICHIGAN,MONTMORENCY,REPUBLICAN,4171,5859,0.7118962280252603
MICHIGAN,MUSKEGON,DEMOCRAT,45643,92444,0.4937367487343689
MICHIGAN,NEWAYGO,REPUBLICAN,18857,27161,0.6942675159235668
MICHIGAN,OAKLAND,DEMOCRAT,434148,770351,0.56357167057614
MICHIGAN,OCEANA,REPUBLICAN,8892,14062,0.6323424832882947
MICHIGAN,OGEMAW,REPUBLICAN,8253,11907,0.6931216931216931
MICHIGAN,ONTONAGON,REPUBLICAN,2358,3804,0.6198738170347003
MICHIGAN,OSCEOLA,REPUBLICAN,8928,12329,0.7241463216805905
MICHIGAN,OSCODA,REPUBLICAN,3466,4874,0.7111202297907263
MICHIGAN,OTSEGO,REPUBLICAN,9779,14757,0.6626685640712882
MICHIGAN,OTTAWA,REPUBLICAN,100913,168713,0.5981341094047288
MICHIGAN,PRESQUE ISLE,REPUBLICAN,5342,8344,0.6402205177372963
MICHIGAN,ROSCOMMON,REPUBLICAN,9670,15018,0.6438939938740178
MICHIGAN,SAGINAW,DEMOCRAT,51088,103349,0.4943250539434344
MICHIGAN,ST. CLAIR,REPUBLICAN,59185,92064,0.64286800486618
MICHIGAN,ST. JOSEPH,REPUBLICAN,18127,27936,0.6488760022909508
MICHIGAN,SANILAC,REPUBLICAN,16194,22446,0.7214648489708634
MICHIGAN,SCHOOLCRAFT,REPUBLICAN,3090,4745,0.6512118018967334
MICHIGAN,SHIAWASSEE,REPUBLICAN,23149,39224,0.5901743830307975
MICHIGAN,TUSCOLA,REPUBLICAN,20297,29445,0.6893190694515198
MICHIGAN,VAN BUREN,REPUBLICAN,21591,39066,0.5526800798648441
MICHIGAN,WASHTENAW,DEMOCRAT,157136,216418,0.72607638920977
MICHIGAN,WAYNE,DEMOCRAT,597170,872469,0.6844598490032311
MICHIGAN,WEXFORD,REPUBLICAN,12102,18265,0.6625787024363536
MINNESOTA,AITKIN,REPUBLICAN,6258,10025,0.6242394014962593
MINNESOTA,ANOKA,REPUBLICAN,104902,211132,0.49685504802682684
MINNESOTA,BECKER,REPUBLICAN,12438,19401,0.6411009741765888
MINNESOTA,BELTRAMI,REPUBLICAN,12188,24189,0.5038653933606184
MINNESOTA,BENTON,REPUBLICAN,14382,22260,0.6460916442048518
MINNESOTA,BIG STONE,REPUBLICAN,1863,2974,0.6264290517821116
MINNESOTA,BLUE EARTH,DEMOCRAT,18330,36051,0.5084463676458351
MINNESOTA,BROWN,REPUBLICAN,9552,14635,0.6526819268875982
MINNESOTA,CARLTON,DEMOCRAT,10098,20369,0.49575335067995485
MINNESOTA,CARVER,REPUBLICAN,34009,66361,0.5124847425445669
MINNESOTA,CASS,REPUBLICAN,11620,18289,0.6353545847230576
MINNESOTA,CHIPPEWA,REPUBLICAN,4250,6611,0.6428679473604598
MINNESOTA,CHISAGO,REPUBLICAN,21916,34570,0.6339600809950824
MINNESOTA,CLAY,DEMOCRAT,16357,32239,0.5073668538106021
MINNESOTA,CLEARWATER,REPUBLICAN,3372,4708,0.7162276975361087
MINNESOTA,COOK,DEMOCRAT,2496,3806,0.6558066211245402
MINNESOTA,COTTONWOOD,REPUBLICAN,4165,6107,0.6820042574095301
MINNESOTA,CROW WING,REPUBLICAN,25676,40173,0.6391357379334379
MINNESOTA,DAKOTA,DEMOCRAT,146155,262259,0.5572926000632962
MINNESOTA,DODGE,REPUBLICAN,7783,12187,0.6386313284647576
MINNESOTA,DOUGLAS,REPUBLICAN,15799,24165,0.6537968135733498
MINNESOTA,FARIBAULT,REPUBLICAN,5191,7914,0.6559262067222643
MINNESOTA,FILLMORE,REPUBLICAN,7301,12141,0.6013507948274442
MINNESOTA,FREEBORN,REPUBLICAN,9578,16818,0.5695088595552384
MINNESOTA,GOODHUE,REPUBLICAN,16052,28636,0.5605531498812684
MINNESOTA,GRANT,REPUBLICAN,2269,3654,0.6209633278598796
MINNESOTA,HENNEPIN,DEMOCRAT,532623,755969,0.7045566683289923
MINNESOTA,HOUSTON,REPUBLICAN,6334,11440,0.5536713286713286
MINNESOTA,HUBBARD,REPUBLICAN,8202,12965,0.63262630158118
MINNESOTA,ISANTI,REPUBLICAN,16491,24235,0.6804621415308438
MINNESOTA,ITASCA,REPUBLICAN,15239,26561,0.5737359286171454
MINNESOTA,JACKSON,REPUBLICAN,3948,5819,0.6784670905653892
MINNESOTA,KANABEC,REPUBLICAN,6278,9242,0.679290196927072
MINNESOTA,KANDIYOHI,REPUBLICAN,14437,23367,0.6178371207258099
MINNESOTA,KITTSON,REPUBLICAN,1546,2639,0.5858279651383099
MINNESOTA,KOOCHICHING,REPUBLICAN,4131,6922,0.596792834440913
MINNESOTA,LAC QUI PARLE,REPUBLICAN,2528,4040,0.6257425742574257
MINNESOTA,LAKE,DEMOCRAT,3647,7202,0.5063871146903638
MINNESOTA,LAKE OF THE WOODS,REPUBLICAN,1704,2408,0.707641196013289
MINNESOTA,LE SUEUR,REPUBLICAN,10775,16818,0.6406826019740754
MINNESOTA,LINCOLN,REPUBLICAN,2121,3115,0.6808988764044944
MINNESOTA,LYON,REPUBLICAN,7979,12893,0.6188629488869929
MINNESOTA,MCLEOD,REPUBLICAN,13986,20933,0.6681316581474227
MINNESOTA,MAHNOMEN,REPUBLICAN,1142,2304,0.4956597222222222
MINNESOTA,MARSHALL,REPUBLICAN,3721,5113,0.727752787013495
MINNESOTA,MARTIN,REPUBLICAN,7480,11009,0.6794440911981107
MINNESOTA,MEEKER,REPUBLICAN,9359,13529,0.6917732278808485
MINNESOTA,MILLE LACS,REPUBLICAN,9952,14689,0.6775137858261284
MINNESOTA,MORRISON,REPUBLICAN,14821,19558,0.7577973207894467
MINNESOTA,MOWER,REPUBLICAN,10025,19345,0.5182217627293875
MINNESOTA,MURRAY,REPUBLICAN,3363,4896,0.6868872549019608
MINNESOTA,NICOLLET,DEMOCRAT,9622,19125,0.5031111111111111
MINNESOTA,NOBLES,REPUBLICAN,5600,8715,0.642570281124498
MINNESOTA,NORMAN,REPUBLICAN,1953,3441,0.5675675675675675
MINNESOTA,OLMSTED,DEMOCRAT,49491,91385,0.5415659025004104
MINNESOTA,OTTER TAIL,REPUBLICAN,23800,36399,0.6538641171460754
MINNESOTA,PENNINGTON,REPUBLICAN,4532,7277,0.6227841143328294
MINNESOTA,PINE,REPUBLICAN,10256,16001,0.6409599400037498
MINNESOTA,PIPESTONE,REPUBLICAN,3553,4940,0.7192307692307692
MINNESOTA,POLK,REPUBLICAN,9865,15594,0.632615108375016
MINNESOTA,POPE,REPUBLICAN,4417,7022,0.6290230703503276
MINNESOTA,RAMSEY,DEMOCRAT,211620,295977,0.7149879889315723
MINNESOTA,RED LAKE,REPUBLICAN,1454,2196,0.6621129326047359
MINNESOTA,REDWOOD,REPUBLICAN,5771,8284,0.6966441332689522
MINNESOTA,RENVILLE,REPUBLICAN,5467,8128,0.672613188976378
MINNESOTA,RICE,REPUBLICAN,17464,35686,0.4893795886341983
MINNESOTA,ROCK,REPUBLICAN,3583,5240,0.6837786259541985
MINNESOTA,ROSEAU,REPUBLICAN,6065,8421,0.7202232513953212
MINNESOTA,SAINT LOUIS,DEMOCRAT,67704,119531,0.5664137336757828
MINNESOTA,SCOTT,REPUBLICAN,45872,87965,0.521480134144262
MINNESOTA,SHERBURNE,REPUBLICAN,36222,55612,0.6513342444076818
MINNESOTA,SIBLEY,REPUBLICAN,5864,8452,0.69380028395646
MINNESOTA,STEARNS,REPUBLICAN,50959,84835,0.6006836800848706
MINNESOTA,STEELE,REPUBLICAN,12656,21128,0.5990155244225672
MINNESOTA,STEVENS,REPUBLICAN,3044,5085,0.5986234021632252
MINNESOTA,SWIFT,REPUBLICAN,3316,5193,0.6385518967841325
MINNESOTA,TODD,REPUBLICAN,9753,13257,0.7356868069699027
MINNESOTA,TRAVERSE,REPUBLICAN,1172,1864,0.628755364806867
MINNESOTA,WABASHA,REPUBLICAN,8153,13123,0.6212756229520688
MINNESOTA,WADENA,REPUBLICAN,5520,7677,0.719030871434154
MINNESOTA,WASECA,REPUBLICAN,6624,10389,0.6375974588507075
MINNESOTA,WASHINGTON,DEMOCRAT,89165,166786,0.5346072212295996
MINNESOTA,WATONWAN,REPUBLICAN,3103,5201,0.5966160353778119
MINNESOTA,WILKIN,REPUBLICAN,2328,3430,0.6787172011661807
MINNESOTA,WINONA,DEMOCRAT,13333,27173,0.4906708865417878
MINNESOTA,WRIGHT,REPUBLICAN,51973,82426,0.6305413340450828
MINNESOTA,YELLOW MEDICINE,REPUBLICAN,3734,5528,0.6754703328509407
MISSISSIPPI,ADAMS,DEMOCRAT,7917,13759,0.5754051893306199
MISSISSIPPI,ALCORN,REPUBLICAN,12818,15793,0.8116254036598493
MISSISSIPPI,AMITE,REPUBLICAN,4503,7196,0.6257643135075042
MISSISSIPPI,ATTALA,REPUBLICAN,5178,8823,0.5868752125127508
MISSISSIPPI,BENTON,REPUBLICAN,2570,4289,0.5992072744229424
MISSISSIPPI,BOLIVAR,DEMOCRAT,8904,13744,0.6478463329452853
MISSISSIPPI,CALHOUN,REPUBLICAN,4625,6590,0.7018209408194234
MISSISSIPPI,CARROLL,REPUBLICAN,3924,5701,0.6883002981932994
MISSISSIPPI,CHICKASAW,REPUBLICAN,4175,8141,0.5128362609016092
MISSISSIPPI,CHOCTAW,REPUBLICAN,3001,4223,0.7106322519535875
MISSISSIPPI,CLAIBORNE,DEMOCRAT,3772,4449,0.8478309732524163
MISSISSIPPI,CLARKE,REPUBLICAN,5417,8338,0.6496761813384505
MISSISSIPPI,CLAY,DEMOCRAT,5844,10189,0.5735597212680341
MISSISSIPPI,COAHOMA,DEMOCRAT,6020,8501,0.7081519821197506
MISSISSIPPI,COPIAH,DEMOCRAT,6470,12883,0.5022122176511682
MISSISSIPPI,COVINGTON,REPUBLICAN,5854,9360,0.6254273504273504
MISSISSIPPI,DESOTO,REPUBLICAN,46462,76124,0.6103462771267931
MISSISSIPPI,FORREST,REPUBLICAN,17290,31654,0.5462184873949579
MISSISSIPPI,FRANKLIN,REPUBLICAN,2923,4461,0.6552342524097736
MISSISSIPPI,GEORGE,REPUBLICAN,9713,11049,0.8790840800072405
MISSISSIPPI,GREENE,REPUBLICAN,4794,5812,0.8248451479697179
MISSISSIPPI,GRENADA,REPUBLICAN,6081,10911,0.5573274676931537
MISSISSIPPI,HANCOCK,REPUBLICAN,16132,20957,0.7697666650761082
MISSISSIPPI,HARRISON,REPUBLICAN,46822,75768,0.6179653679653679
MISSISSIPPI,HINDS,DEMOCRAT,73550,99995,0.7355367768388419
MISSISSIPPI,HOLMES,DEMOCRAT,6588,8115,0.811829944547135
MISSISSIPPI,HUMPHREYS,DEMOCRAT,3016,4189,0.7199809023633326
MISSISSIPPI,ISSAQUENA,DEMOCRAT,355,676,0.5251479289940828
MISSISSIPPI,ITAWAMBA,REPUBLICAN,9438,10819,0.8723541916997875
MISSISSIPPI,JACKSON,REPUBLICAN,36295,54543,0.6654382780558459
MISSISSIPPI,JASPER,DEMOCRAT,4341,8736,0.49690934065934067
MISSISSIPPI,JEFFERSON,DEMOCRAT,3327,3908,0.8513306038894575
MISSISSIPPI,JEFFERSON DAVIS,DEMOCRAT,3599,6213,0.5792692741026879
MISSISSIPPI,JONES,REPUBLICAN,21226,30091,0.7053936392941411
MISSISSIPPI,KEMPER,DEMOCRAT,2887,4731,0.6102303952652716
MISSISSIPPI,LAFAYETTE,REPUBLICAN,12949,23423,0.5528326858216284
MISSISSIPPI,LAMAR,REPUBLICAN,20704,28485,0.7268386870282605
MISSISSIPPI,LAUDERDALE,REPUBLICAN,17967,31247,0.5749991999231926
MISSISSIPPI,LAWRENCE,REPUBLICAN,4285,6613,0.647966127324966
MISSISSIPPI,LEAKE,REPUBLICAN,5228,9200,0.5682608695652174
MISSISSIPPI,LEE,REPUBLICAN,24207,36954,0.6550576392271472
MISSISSIPPI,LEFLORE,DEMOCRAT,7648,10893,0.7021022675112457
MISSISSIPPI,LINCOLN,REPUBLICAN,11596,16801,0.6901970120826141
MISSISSIPPI,LOWNDES,REPUBLICAN,13800,27241,0.5065893322565251
MISSISSIPPI,MADISON,REPUBLICAN,31091,56212,0.5531025403828363
MISSISSIPPI,MARION,REPUBLICAN,8273,12177,0.6793955818346062
MISSISSIPPI,MARSHALL,DEMOCRAT,8057,15817,0.5093886324840362
MISSISSIPPI,MONROE,REPUBLICAN,11177,17259,0.6476041485601715
MISSISSIPPI,MONTGOMERY,REPUBLICAN,2917,5075,0.5747783251231527
MISSISSIPPI,NESHOBA,REPUBLICAN,8320,11703,0.7109288216696573
MISSISSIPPI,NEWTON,REPUBLICAN,6997,10183,0.6871256014926839
MISSISSIPPI,NOXUBEE,DEMOCRAT,4040,5339,0.7566960104888556
MISSISSIPPI,OKTIBBEHA,DEMOCRAT,10299,19757,0.5212835956876044
MISSISSIPPI,PANOLA,REPUBLICAN,8060,15627,0.5157739809304409
MISSISSIPPI,PEARL RIVER,REPUBLICAN,19595,24033,0.8153372446219781
MISSISSIPPI,PERRY,REPUBLICAN,4500,5916,0.7606490872210954
MISSISSIPPI,PIKE,DEMOCRAT,8646,17342,0.49855841310114174
MISSISSIPPI,PONTOTOC,REPUBLICAN,11550,14361,0.8042615416753708
MISSISSIPPI,PRENTISS,REPUBLICAN,8370,10644,0.786358511837655
MISSISSIPPI,QUITMAN,DEMOCRAT,2150,3226,0.666460012399256
MISSISSIPPI,RANKIN,REPUBLICAN,50895,70655,0.7203311867525299
MISSISSIPPI,SCOTT,REPUBLICAN,6285,10733,0.5855771918382559
MISSISSIPPI,SHARKEY,DEMOCRAT,1465,2183,0.6710948236371965
MISSISSIPPI,SIMPSON,REPUBLICAN,7635,11815,0.6462124418112569
MISSISSIPPI,SMITH,REPUBLICAN,6458,8327,0.7755494175573436
MISSISSIPPI,STONE,REPUBLICAN,5964,7878,0.7570449352627571
MISSISSIPPI,SUNFLOWER,DEMOCRAT,6781,9681,0.7004441689908067
MISSISSIPPI,TALLAHATCHIE,DEMOCRAT,3105,5685,0.5461741424802111
MISSISSIPPI,TATE,REPUBLICAN,8707,13093,0.6650118383869243
MISSISSIPPI,TIPPAH,REPUBLICAN,8054,10102,0.7972678677489606
MISSISSIPPI,TISHOMINGO,REPUBLICAN,7933,9138,0.8681330706938061
MISSISSIPPI,TUNICA,DEMOCRAT,2580,3562,0.7243121841661988
MISSISSIPPI,UNION,REPUBLICAN,10373,12683,0.8178664353859497
MISSISSIPPI,WALTHALL,REPUBLICAN,4220,7119,0.5927798848152831
MISSISSIPPI,WARREN,DEMOCRAT,10442,21053,0.4959863202393958
MISSISSIPPI,WASHINGTON,DEMOCRAT,12503,18008,0.6943025322079076
MISSISSIPPI,WAYNE,REPUBLICAN,6307,10056,0.6271877486077964
MISSISSIPPI,WEBSTER,REPUBLICAN,4291,5395,0.7953660797034291
MISSISSIPPI,WILKINSON,DEMOCRAT,2749,4127,0.6661012842258299
MISSISSIPPI,WINSTON,REPUBLICAN,5112,9236,0.5534863577306193
MISSISSIPPI,YALOBUSHA,REPUBLICAN,3671,6535,0.5617444529456771
MISSISSIPPI,YAZOO,DEMOCRAT,5496,10436,0.5266385588348026
MISSOURI,ADAIR,REPUBLICAN,6413,10336,0.620452786377709
MISSOURI,ANDREW,REPUBLICAN,7255,9752,0.7439499589827727
MISSOURI,ATCHISON,REPUBLICAN,2199,2814,0.7814498933901919
MISSOURI,AUDRAIN,REPUBLICAN,7732,10656,0.7256006006006006
MISSOURI,BARRY,REPUBLICAN,12425,15598,0.7965764841646364
MISSOURI,BARTON,REPUBLICAN,5168,6077,0.850419614941583
MISSOURI,BATES,REPUBLICAN,6597,8416,0.7838640684410646
MISSOURI,BENTON,REPUBLICAN,8109,10476,0.7740549828178694
MISSOURI,BOLLINGER,REPUBLICAN,5167,5983,0.863613571786729
MISSOURI,BOONE,DEMOCRAT,50064,91168,0.5491400491400491
MISSOURI,BUCHANAN,REPUBLICAN,22450,36598,0.6134214984425378
MISSOURI,BUTLER,REPUBLICAN,14602,18141,0.8049170387519983
MISSOURI,CALDWELL,REPUBLICAN,3725,4682,0.7956001708671507
MISSOURI,CALLAWAY,REPUBLICAN,14815,21144,0.7006715853197124
MISSOURI,CAMDEN,REPUBLICAN,18850,24812,0.7597130420764147
MISSOURI,CAPE GIRARDEAU,REPUBLICAN,28907,40328,0.716797262447927
MISSOURI,CARROLL,REPUBLICAN,3706,4532,0.8177405119152692
MISSOURI,CARTER,REPUBLICAN,2451,2897,0.8460476354849845
MISSOURI,CASS,REPUBLICAN,37197,57408,0.6479410535117057
MISSOURI,CEDAR,REPUBLICAN,5788,7044,0.8216922203293583
MISSOURI,CHARITON,REPUBLICAN,3111,4077,0.7630610743193524
MISSOURI,CHRISTIAN,REPUBLICAN,34920,46839,0.745532569013002
MISSOURI,CLARK,REPUBLICAN,2672,3394,0.7872716558632882
MISSOURI,CLAY,REPUBLICAN,64605,126569,0.5104330444263603
MISSOURI,CLINTON,REPUBLICAN,7799,10888,0.7162931667891257
MISSOURI,COLE,REPUBLICAN,26086,39529,0.6599205646487389
MISSOURI,COOPER,REPUBLICAN,6272,8693,0.7215000575175429
MISSOURI,CRAWFORD,REPUBLICAN,8725,10973,0.7951335095233756
MISSOURI,DADE,REPUBLICAN,3414,4119,0.8288419519300801
MISSOURI,DALLAS,REPUBLICAN,6619,8104,0.8167571569595261
MISSOURI,DAVIESS,REPUBLICAN,3102,3911,0.793147532600358
MISSOURI,DEKALB,REPUBLICAN,3828,4843,0.7904191616766467
MISSOURI,DENT,REPUBLICAN,5987,7142,0.8382805936712405
MISSOURI,DOUGLAS,REPUBLICAN,5898,7000,0.8425714285714285
MISSOURI,DUNKLIN,REPUBLICAN,8135,10419,0.7807851041366733
MISSOURI,FRANKLIN,REPUBLICAN,38058,53685,0.7089131042190556
MISSOURI,GASCONADE,REPUBLICAN,6222,7923,0.7853085952290799
MISSOURI,GENTRY,REPUBLICAN,2581,3237,0.797343219029966
MISSOURI,GREENE,REPUBLICAN,83630,141800,0.5897743300423132
MISSOURI,GRUNDY,REPUBLICAN,3585,4437,0.8079783637592968
MISSOURI,HARRISON,REPUBLICAN,3198,3826,0.8358599059069525
MISSOURI,HENRY,REPUBLICAN,8027,10788,0.7440674823878384
MISSOURI,HICKORY,REPUBLICAN,3966,5080,0.7807086614173229
MISSOURI,HOLT,REPUBLICAN,1976,2343,0.8433632095603927
MISSOURI,HOWARD,REPUBLICAN,3553,5092,0.6977611940298507
MISSOURI,HOWELL,REPUBLICAN,15181,18650,0.8139946380697051
MISSOURI,IRON,REPUBLICAN,3596,4592,0.7831010452961672
MISSOURI,JACKSON,REPUBLICAN,100142,196418,0.509841256911281
MISSOURI,JASPER,REPUBLICAN,37728,52352,0.7206601466992665
MISSOURI,JEFFERSON,REPUBLICAN,77046,116688,0.6602735499794323
MISSOURI,JOHNSON,REPUBLICAN,15489,23123,0.6698525277861869
MISSOURI,KNOX,REPUBLICAN,1486,1854,0.8015102481121898
MISSOURI,LACLEDE,REPUBLICAN,13762,16793,0.8195081283868278
MISSOURI,LAFAYETTE,REPUBLICAN,12273,17055,0.719613016710642
MISSOURI,LAWRENCE,REPUBLICAN,14426,17905,0.8056967327562133
MISSOURI,LEWIS,REPUBLICAN,3553,4609,0.7708830548926014
MISSOURI,LINCOLN,REPUBLICAN,21848,29018,0.7529119856640706
MISSOURI,LINN,REPUBLICAN,4363,5726,0.7619629758994062
MISSOURI,LIVINGSTON,REPUBLICAN,5267,6758,0.7793725954424386
MISSOURI,MCDONALD,REPUBLICAN,7465,9053,0.8245885341875622
MISSOURI,MACON,REPUBLICAN,6076,7836,0.7753956100051046
MISSOURI,MADISON,REPUBLICAN,4584,5676,0.8076109936575053
MISSOURI,MARIES,REPUBLICAN,3892,4771,0.8157618947809684
MISSOURI,MARION,REPUBLICAN,9915,13348,0.7428079112975726
MISSOURI,MERCER,REPUBLICAN,1541,1779,0.8662169758291175
MISSOURI,MILLER,REPUBLICAN,10176,12382,0.821838152156356
MISSOURI,MISSISSIPPI,REPUBLICAN,3537,4756,0.7436921783010934
MISSOURI,MONITEAU,REPUBLICAN,5744,7157,0.802570909598994
MISSOURI,MONROE,REPUBLICAN,3477,4483,0.775596698639304
MISSOURI,MONTGOMERY,REPUBLICAN,4465,5772,0.7735620235620235
MISSOURI,MORGAN,REPUBLICAN,7442,9487,0.784441867819121
MISSOURI,NEW MADRID,REPUBLICAN,5447,7250,0.7513103448275862
MISSOURI,NEWTON,REPUBLICAN,22120,28405,0.7787361380038725
MISSOURI,NODAWAY,REPUBLICAN,6865,9893,0.6939249974729607
MISSOURI,OREGON,REPUBLICAN,3847,4739,0.8117746359991559
MISSOURI,OSAGE,REPUBLICAN,6425,7539,0.8522350444356015
MISSOURI,OZARK,REPUBLICAN,4064,4864,0.8355263157894737
MISSOURI,PEMISCOT,REPUBLICAN,4120,5735,0.7183958151700087
MISSOURI,PERRY,REPUBLICAN,7657,9447,0.8105218587911507
MISSOURI,PETTIS,REPUBLICAN,13854,19097,0.7254542598313871
MISSOURI,PHELPS,REPUBLICAN,13480,19568,0.6888798037612428
MISSOURI,PIKE,REPUBLICAN,5863,7695,0.7619233268356075
MISSOURI,PLATTE,REPUBLICAN,28917,57270,0.5049240440020953
MISSOURI,POLK,REPUBLICAN,11850,15064,0.7866436537440255
MISSOURI,PULASKI,REPUBLICAN,10329,14414,0.7165949771055918
MISSOURI,PUTNAM,REPUBLICAN,1984,2361,0.8403218975010589
MISSOURI,RALLS,REPUBLICAN,4396,5662,0.7764040974920523
MISSOURI,RANDOLPH,REPUBLICAN,8018,10744,0.746276991809382
MISSOURI,RAY,REPUBLICAN,8345,11649,0.7163705039059147
MISSOURI,REYNOLDS,REPUBLICAN,2733,3298,0.8286840509399637
MISSOURI,RIPLEY,REPUBLICAN,4839,5717,0.8464229490991779
MISSOURI,ST. CHARLES,REPUBLICAN,128389,222017,0.578284545778026
MISSOURI,ST. CLAIR,REPUBLICAN,3932,4974,0.7905106554081223
MISSOURI,STE. GENEVIEVE,REPUBLICAN,6630,9484,0.6990721214677351
MISSOURI,ST. FRANCOIS,REPUBLICAN,20511,28001,0.7325095532302418
MISSOURI,ST. LOUIS COUNTY,DEMOCRAT,328151,536446,0.6117130149166925
MISSOURI,SALINE,REPUBLICAN,6451,9519,0.6776972371047378
MISSOURI,SCHUYLER,REPUBLICAN,1606,2003,0.8017973040439341
MISSOURI,SCOTLAND,REPUBLICAN,1560,1984,0.7862903225806451
MISSOURI,SCOTT,REPUBLICAN,13769,17719,0.7770754557254924
MISSOURI,SHANNON,REPUBLICAN,3165,3906,0.8102918586789555
MISSOURI,SHELBY,REPUBLICAN,2700,3350,0.8059701492537313
MISSOURI,STODDARD,REPUBLICAN,11484,13426,0.8553552807984508
MISSOURI,STONE,REPUBLICAN,14800,18483,0.8007358112860467
MISSOURI,SULLIVAN,REPUBLICAN,1974,2471,0.7988668555240793
MISSOURI,TANEY,REPUBLICAN,20508,26288,0.7801278149726111
MISSOURI,TEXAS,REPUBLICAN,9478,11315,0.8376491383119753
MISSOURI,VERNON,REPUBLICAN,7155,9185,0.778987479586282
MISSOURI,WARREN,REPUBLICAN,13222,18375,0.7195646258503401
MISSOURI,WASHINGTON,REPUBLICAN,8047,9976,0.806635926222935
MISSOURI,WAYNE,REPUBLICAN,4987,5878,0.8484178291936033
MISSOURI,WEBSTER,REPUBLICAN,14880,18779,0.7923744608339102
MISSOURI,WORTH,REPUBLICAN,877,1107,0.7922312556458898
MISSOURI,WRIGHT,REPUBLICAN,7453,8739,0.8528435747797231
MISSOURI,ST. LOUIS CITY,DEMOCRAT,110089,133867,0.8223759402989534
MISSOURI,KANSAS CITY,DEMOCRAT,107660,136645,0.7878810055252662
MONTANA,BEAVERHEAD,REPUBLICAN,3923,5661,0.6929871047518106
MONTANA,BIG HORN,DEMOCRAT,2491,4784,0.5206939799331104
MONTANA,BLAINE,DEMOCRAT,1589,3117,0.5097850497273019
MONTANA,BROADWATER,REPUBLICAN,3173,4097,0.7744691237490847
MONTANA,CARBON,REPUBLICAN,4468,7052,0.6335791264889393
MONTANA,CARTER,REPUBLICAN,775,864,0.8969907407407407
MONTANA,CASCADE,REPUBLICAN,23315,39885,0.5845555973423593
MONTANA,CHOUTEAU,REPUBLICAN,1891,2965,0.6377740303541315
MONTANA,CUSTER,REPUBLICAN,4205,5860,0.7175767918088737
MONTANA,DANIELS,REPUBLICAN,799,1014,0.7879684418145957
MONTANA,DAWSON,REPUBLICAN,3758,4825,0.778860103626943
MONTANA,DEER LODGE,DEMOCRAT,2562,4891,0.5238192598650583
