state,county_name,party,candidatevotes,totalvotes,win_percentage
OREGON,DOUGLAS,REPUBLICAN,43298,64349,0.6728620491382927
OREGON,GILLIAM,REPUBLICAN,834,1178,0.7079796264855688
OREGON,GRANT,REPUBLICAN,3545,4596,0.7713228894691035
OREGON,HARNEY,REPUBLICAN,3475,4481,0.7754965409506807
OREGON,HOOD RIVER,DEMOCRAT,8764,13090,0.6695187165775401
OREGON,JACKSON,REPUBLICAN,63869,127165,0.5022529784138717
OREGON,JEFFERSON,REPUBLICAN,7189,11913,0.6034584067825065
OREGON,JOSEPHINE,REPUBLICAN,31751,51641,0.614840920973645
OREGON,KLAMATH,REPUBLICAN,25308,36726,0.6891030877307629
OREGON,LAKE,REPUBLICAN,3470,4363,0.7953243181297273
OREGON,LANE,DEMOCRAT,134366,222253,0.6045632679873838
OREGON,LINCOLN,DEMOCRAT,17385,30726,0.5658074594805702
OREGON,LINN,REPUBLICAN,43486,72640,0.5986508810572687
OREGON,MALHEUR,REPUBLICAN,8187,11804,0.6935784479837344
OREGON,MARION,DEMOCRAT,80872,165534,0.4885522007563401
OREGON,MORROW,REPUBLICAN,3586,5118,0.7006643220007815
OREGON,MULTNOMAH,DEMOCRAT,367249,463659,0.7920670147673182
OREGON,POLK,REPUBLICAN,23732,48291,0.49143732786647615
OREGON,SHERMAN,REPUBLICAN,921,1208,0.7624172185430463
OREGON,TILLAMOOK,REPUBLICAN,8354,16888,0.49467077214590244
OREGON,UMATILLA,REPUBLICAN,21270,33038,0.643804104364671
OREGON,UNION,REPUBLICAN,10298,14944,0.6891059957173448
OREGON,WALLOWA,REPUBLICAN,3404,5149,0.6610992425713731
OREGON,WASCO,REPUBLICAN,7035,14130,0.4978768577494692
OREGON,WASHINGTON,DEMOCRAT,209940,320326,0.6553948165306593
OREGON,WHEELER,REPUBLICAN,711,965,0.7367875647668394
OREGON,YAMHILL,REPUBLICAN,29551,58923,0.5015189314868558
PENNSYLVANIA,ADAMS,REPUBLICAN,37523,56540,0.6636540502299257
PENNSYLVANIA,ALLEGHENY,DEMOCRAT,429065,719733,0.5961446814304749
PENNSYLVANIA,ARMSTRONG,REPUBLICAN,27489,36370,0.7558152323343414
PENNSYLVANIA,BEAVER,REPUBLICAN,54759,94122,0.581787467329636
PENNSYLVANIA,BEDFORD,REPUBLICAN,23025,27574,0.8350257488938856
PENNSYLVANIA,BERKS,REPUBLICAN,109736,205540,0.5338912133891214
PENNSYLVANIA,BLAIR,REPUBLICAN,45306,63595,0.7124144979951254
PENNSYLVANIA,BRADFORD,REPUBLICAN,21600,30159,0.7162041181736795
PENNSYLVANIA,BUCKS,DEMOCRAT,204712,396234,0.5166442051918816
PENNSYLVANIA,BUTLER,REPUBLICAN,74359,113305,0.6562728917523498
PENNSYLVANIA,CAMBRIA,REPUBLICAN,48085,70574,0.681341570550061
PENNSYLVANIA,CAMERON,REPUBLICAN,1771,2434,0.727608874281019
PENNSYLVANIA,CARBON,REPUBLICAN,21984,33629,0.6537214903803265
PENNSYLVANIA,CENTRE,DEMOCRAT,40055,77493,0.5168853961002929
PENNSYLVANIA,CHESTER,DEMOCRAT,182372,314502,0.5798754856884852
PENNSYLVANIA,CLARION,REPUBLICAN,14578,19493,0.7478582055096702
PENNSYLVANIA,CLEARFIELD,REPUBLICAN,29203,39422,0.7407792603115012
PENNSYLVANIA,CLINTON,REPUBLICAN,11902,17625,0.675290780141844
PENNSYLVANIA,COLUMBIA,REPUBLICAN,20098,31171,0.6447659683680343
PENNSYLVANIA,CRAWFORD,REPUBLICAN,28559,42004,0.6799114370059994
PENNSYLVANIA,CUMBERLAND,REPUBLICAN,77212,141595,0.5453017408806808
PENNSYLVANIA,DAUPHIN,DEMOCRAT,78983,147368,0.5359576027360078
PENNSYLVANIA,DELAWARE,DEMOCRAT,206423,327931,0.6294708338034526
PENNSYLVANIA,ELK,REPUBLICAN,12140,16906,0.7180882526913522
PENNSYLVANIA,ERIE,DEMOCRAT,68286,137083,0.49813616568064606
PENNSYLVANIA,FAYETTE,REPUBLICAN,41227,62139,0.6634641690403772
PENNSYLVANIA,FOREST,REPUBLICAN,1882,2646,0.7112622826908541
PENNSYLVANIA,FRANKLIN,REPUBLICAN,57245,80783,0.7086268150477204
PENNSYLVANIA,FULTON,REPUBLICAN,6824,7977,0.8554594459069825
PENNSYLVANIA,GREENE,REPUBLICAN,12579,17669,0.7119248401154564
PENNSYLVANIA,HUNTINGDON,REPUBLICAN,17061,22792,0.7485521235521235
PENNSYLVANIA,INDIANA,REPUBLICAN,28089,41198,0.6818049419874751
PENNSYLVANIA,JEFFERSON,REPUBLICAN,17960,22824,0.7868909919383106
PENNSYLVANIA,JUNIATA,REPUBLICAN,9649,12043,0.8012123225110023
PENNSYLVANIA,LACKAWANNA,DEMOCRAT,61991,115410,0.5371371631574386
PENNSYLVANIA,LANCASTER,REPUBLICAN,160209,280239,0.5716870242899811
PENNSYLVANIA,LAWRENCE,REPUBLICAN,29597,46076,0.6423517666464102
PENNSYLVANIA,LEBANON,REPUBLICAN,46731,71652,0.6521939373639256
PENNSYLVANIA,LEHIGH,DEMOCRAT,98288,184713,0.5321119791243714
PENNSYLVANIA,LUZERNE,REPUBLICAN,86929,153321,0.5669738652891646
PENNSYLVANIA,LYCOMING,REPUBLICAN,41462,59254,0.699733351334931
PENNSYLVANIA,MCKEAN,REPUBLICAN,14083,19466,0.7234665570738724
PENNSYLVANIA,MERCER,REPUBLICAN,36143,57954,0.6236497912137212
PENNSYLVANIA,MIFFLIN,REPUBLICAN,16670,21502,0.7752767184447958
PENNSYLVANIA,MONROE,DEMOCRAT,44060,83829,0.5255937682663517
PENNSYLVANIA,MONTGOMERY,DEMOCRAT,319511,510157,0.6262993549044706
PENNSYLVANIA,MONTOUR,REPUBLICAN,5844,9771,0.5980964077371814
PENNSYLVANIA,NORTHAMPTON,DEMOCRAT,85087,170942,0.4977536240362228
PENNSYLVANIA,NORTHUMBERLAND,REPUBLICAN,28952,42283,0.6847196272733723
PENNSYLVANIA,PERRY,REPUBLICAN,18293,24652,0.7420493266266429
PENNSYLVANIA,PHILADELPHIA,DEMOCRAT,603790,741377,0.814416956555167
PENNSYLVANIA,PIKE,REPUBLICAN,19213,32554,0.5901886096946611
PENNSYLVANIA,POTTER,REPUBLICAN,7239,9064,0.7986540158870256
PENNSYLVANIA,SCHUYLKILL,REPUBLICAN,48871,70603,0.6921943826749571
PENNSYLVANIA,SNYDER,REPUBLICAN,13983,19140,0.730564263322884
PENNSYLVANIA,SOMERSET,REPUBLICAN,31466,40543,0.7761142490688898
PENNSYLVANIA,SULLIVAN,REPUBLICAN,2619,3595,0.7285118219749652
PENNSYLVANIA,SUSQUEHANNA,REPUBLICAN,15207,21752,0.699108127988231
PENNSYLVANIA,TIOGA,REPUBLICAN,15742,21075,0.7469513641755635
PENNSYLVANIA,UNION,REPUBLICAN,12356,20115,0.6142679592344021
PENNSYLVANIA,VENANGO,REPUBLICAN,18569,26528,0.6999773823884198
PENNSYLVANIA,WARREN,REPUBLICAN,14237,20650,0.6894430992736077
PENNSYLVANIA,WASHINGTON,REPUBLICAN,72080,118478,0.6083829909350259
PENNSYLVANIA,WAYNE,REPUBLICAN,18637,28089,0.6634981665420627
PENNSYLVANIA,WESTMORELAND,REPUBLICAN,130218,204697,0.6361500168541796
PENNSYLVANIA,WYOMING,REPUBLICAN,9936,14858,0.6687306501547987
PENNSYLVANIA,YORK,REPUBLICAN,146733,238471,0.6153075216693015
RHODE ISLAND,BRISTOL,DEMOCRAT,18050,28415,0.6352278726024987
RHODE ISLAND,KENT,DEMOCRAT,49113,93093,0.5275692049885599
RHODE ISLAND,NEWPORT,DEMOCRAT,29486,46148,0.638944266273728
RHODE ISLAND,PROVIDENCE,DEMOCRAT,165012,272667,0.6051777442814862
RHODE ISLAND,WASHINGTON,DEMOCRAT,44549,76060,0.5857086510649487
SOUTH DAKOTA,AURORA,REPUBLICAN,1052,1405,0.7487544483985765
SOUTH DAKOTA,BEADLE,REPUBLICAN,4808,7081,0.6790001412229911
SOUTH DAKOTA,BENNETT,REPUBLICAN,694,1183,0.5866441251056635
SOUTH DAKOTA,BON HOMME,REPUBLICAN,2235,3001,0.7447517494168611
SOUTH DAKOTA,BROOKINGS,REPUBLICAN,8000,14567,0.5491865174709961
SOUTH DAKOTA,BROWN,REPUBLICAN,10580,17547,0.6029520715791873
SOUTH DAKOTA,BRULE,REPUBLICAN,1750,2490,0.7028112449799196
SOUTH DAKOTA,BUFFALO,DEMOCRAT,352,549,0.6411657559198543
SOUTH DAKOTA,BUTTE,REPUBLICAN,3731,4802,0.7769679300291545
SOUTH DAKOTA,CAMPBELL,REPUBLICAN,747,873,0.8556701030927835
SOUTH DAKOTA,CHARLES MIX,REPUBLICAN,2552,3783,0.6745968807824478
SOUTH DAKOTA,CLARK,REPUBLICAN,1373,1850,0.7421621621621621
SOUTH DAKOTA,CLAY,DEMOCRAT,3083,5698,0.5410670410670411
SOUTH DAKOTA,CODINGTON,REPUBLICAN,8958,13161,0.6806473672213358
SOUTH DAKOTA,CORSON,REPUBLICAN,647,1283,0.5042868277474669
SOUTH DAKOTA,CUSTER,REPUBLICAN,3852,5494,0.7011285038223517
SOUTH DAKOTA,DAVISON,REPUBLICAN,5613,8454,0.6639460610361959
SOUTH DAKOTA,DAY,REPUBLICAN,1869,2964,0.6305668016194332
SOUTH DAKOTA,DEUEL,REPUBLICAN,1699,2350,0.7229787234042553
SOUTH DAKOTA,DEWEY,DEMOCRAT,1131,1966,0.5752797558494405
SOUTH DAKOTA,DOUGLAS,REPUBLICAN,1468,1707,0.8599882835383714
SOUTH DAKOTA,EDMUNDS,REPUBLICAN,1538,1985,0.7748110831234257
SOUTH DAKOTA,FALL RIVER,REPUBLICAN,2878,4042,0.7120237506185056
SOUTH DAKOTA,FAULK,REPUBLICAN,964,1182,0.8155668358714044
SOUTH DAKOTA,GRANT,REPUBLICAN,2618,3745,0.6990654205607477
SOUTH DAKOTA,GREGORY,REPUBLICAN,1771,2258,0.7843224092116917
SOUTH DAKOTA,HAAKON,REPUBLICAN,1026,1137,0.9023746701846965
SOUTH DAKOTA,HAMLIN,REPUBLICAN,2372,3083,0.7693804735647097
SOUTH DAKOTA,HAND,REPUBLICAN,1433,1836,0.7805010893246187
SOUTH DAKOTA,HANSON,REPUBLICAN,1793,2388,0.7508375209380235
SOUTH DAKOTA,HARDING,REPUBLICAN,748,813,0.9200492004920049
SOUTH DAKOTA,HUGHES,REPUBLICAN,5522,8723,0.6330390920554855
SOUTH DAKOTA,HUTCHINSON,REPUBLICAN,2944,3767,0.7815237589593841
SOUTH DAKOTA,HYDE,REPUBLICAN,564,710,0.7943661971830986
SOUTH DAKOTA,JACKSON,REPUBLICAN,738,1115,0.6618834080717488
SOUTH DAKOTA,JERAULD,REPUBLICAN,721,1006,0.7166998011928429
SOUTH DAKOTA,JONES,REPUBLICAN,498,599,0.8313856427378965
SOUTH DAKOTA,KINGSBURY,REPUBLICAN,1904,2779,0.6851385390428212
SOUTH DAKOTA,LAKE,REPUBLICAN,3681,5873,0.6267665588285374
SOUTH DAKOTA,LAWRENCE,REPUBLICAN,8753,13828,0.6329910326873012
SOUTH DAKOTA,LINCOLN,REPUBLICAN,19617,32396,0.60553772070626
SOUTH DAKOTA,LYMAN,REPUBLICAN,1042,1597,0.6524733876017533
SOUTH DAKOTA,MCCOOK,REPUBLICAN,2068,2900,0.713103448275862
SOUTH DAKOTA,MCPHERSON,REPUBLICAN,1075,1324,0.8119335347432024
SOUTH DAKOTA,MARSHALL,REPUBLICAN,1287,2178,0.5909090909090909
SOUTH DAKOTA,MEADE,REPUBLICAN,9875,13670,0.7223847841989759
SOUTH DAKOTA,MELLETTE,REPUBLICAN,449,769,0.5838751625487646
SOUTH DAKOTA,MINER,REPUBLICAN,787,1138,0.6915641476274165
SOUTH DAKOTA,MINNEHAHA,REPUBLICAN,49249,92326,0.5334250373675887
SOUTH DAKOTA,MOODY,REPUBLICAN,1951,3206,0.6085464753587024
SOUTH DAKOTA,OGLALA LAKOTA,DEMOCRAT,2829,3200,0.8840625
SOUTH DAKOTA,PENNINGTON,REPUBLICAN,35063,57518,0.6096004728954414
SOUTH DAKOTA,PERKINS,REPUBLICAN,1401,1669,0.8394248052726183
SOUTH DAKOTA,POTTER,REPUBLICAN,1139,1380,0.8253623188405798
SOUTH DAKOTA,ROBERTS,REPUBLICAN,2404,4307,0.5581611330392384
SOUTH DAKOTA,SANBORN,REPUBLICAN,905,1185,0.7637130801687764
SOUTH DAKOTA,SPINK,REPUBLICAN,2104,3163,0.6651912741068606
SOUTH DAKOTA,STANLEY,REPUBLICAN,1203,1652,0.7282082324455206
SOUTH DAKOTA,SULLY,REPUBLICAN,726,930,0.7806451612903226
SOUTH DAKOTA,TODD,DEMOCRAT,1963,2539,0.773139031114612
SOUTH DAKOTA,TRIPP,REPUBLICAN,2161,2696,0.8015578635014837
SOUTH DAKOTA,TURNER,REPUBLICAN,3290,4548,0.7233948988566403
SOUTH DAKOTA,UNION,REPUBLICAN,5944,8855,0.6712591756070017
SOUTH DAKOTA,WALWORTH,REPUBLICAN,1966,2580,0.762015503875969
SOUTH DAKOTA,YANKTON,REPUBLICAN,6581,10900,0.6037614678899083
SOUTH DAKOTA,ZIEBACH,DEMOCRAT,481,906,0.5309050772626932
TENNESSEE,ANDERSON,REPUBLICAN,23184,35570,0.6517852122575204
TENNESSEE,BEDFORD,REPUBLICAN,14354,19088,0.7519907795473596
TENNESSEE,BENTON,REPUBLICAN,5668,7260,0.7807162534435261
TENNESSEE,BLEDSOE,REPUBLICAN,4725,5758,0.8205974296630775
TENNESSEE,BLOUNT,REPUBLICAN,47369,66609,0.7111501448753171
TENNESSEE,BRADLEY,REPUBLICAN,35204,45865,0.7675569606453723
TENNESSEE,CAMPBELL,REPUBLICAN,12331,14933,0.8257550391749816
TENNESSEE,CANNON,REPUBLICAN,5190,6557,0.7915205124294646
TENNESSEE,CARROLL,REPUBLICAN,9205,11905,0.7732045359092818
TENNESSEE,CARTER,REPUBLICAN,19584,24492,0.7996080352768251
TENNESSEE,CHEATHAM,REPUBLICAN,14438,20260,0.7126357354392893
TENNESSEE,CHESTER,REPUBLICAN,5952,7584,0.7848101265822784
TENNESSEE,CLAIBORNE,REPUBLICAN,10604,12945,0.8191579760525299
TENNESSEE,CLAY,REPUBLICAN,2733,3506,0.7795208214489446
TENNESSEE,COCKE,REPUBLICAN,12162,14859,0.8184938421158894
TENNESSEE,COFFEE,REPUBLICAN,17883,24282,0.7364714603409933
TENNESSEE,CROCKETT,REPUBLICAN,4673,6114,0.764311416421328
TENNESSEE,CUMBERLAND,REPUBLICAN,25168,32279,0.779701973419251
TENNESSEE,DAVIDSON,DEMOCRAT,199703,309658,0.6449147123600876
TENNESSEE,DECATUR,REPUBLICAN,4229,5241,0.8069070788017554
TENNESSEE,DEKALB,REPUBLICAN,6672,8513,0.7837425114530717
TENNESSEE,DICKSON,REPUBLICAN,17643,24323,0.7253628253093779
TENNESSEE,DYER,REPUBLICAN,11768,15079,0.7804231049804363
TENNESSEE,FAYETTE,REPUBLICAN,15690,22984,0.6826487991646363
TENNESSEE,FENTRESS,REPUBLICAN,7441,8729,0.8524458700882117
TENNESSEE,FRANKLIN,REPUBLICAN,13987,19132,0.7310788208237508
TENNESSEE,GIBSON,REPUBLICAN,16259,22335,0.7279605999552272
TENNESSEE,GILES,REPUBLICAN,9784,13203,0.7410437021888965
TENNESSEE,GRAINGER,REPUBLICAN,8565,10134,0.8451746595618709
TENNESSEE,GREENE,REPUBLICAN,22259,28087,0.7925018691921529
TENNESSEE,GRUNDY,REPUBLICAN,4802,5855,0.8201537147736977
TENNESSEE,HAMBLEN,REPUBLICAN,18811,24631,0.763712394949454
TENNESSEE,HAMILTON,REPUBLICAN,92108,171113,0.5382875643580558
TENNESSEE,HANCOCK,REPUBLICAN,2372,2744,0.8644314868804664
TENNESSEE,HARDEMAN,REPUBLICAN,5760,10063,0.5723939183146179
TENNESSEE,HARDIN,REPUBLICAN,9559,11538,0.828479805858901
TENNESSEE,HAWKINS,REPUBLICAN,20405,24824,0.8219867869803416
TENNESSEE,HAYWOOD,DEMOCRAT,4012,7439,0.5393198010485281
TENNESSEE,HENDERSON,REPUBLICAN,9797,12020,0.8150582362728785
TENNESSEE,HENRY,REPUBLICAN,11239,15047,0.7469262976008507
TENNESSEE,HICKMAN,REPUBLICAN,7577,9832,0.7706468673718471
TENNESSEE,HOUSTON,REPUBLICAN,2718,3686,0.7373846988605535
TENNESSEE,HUMPHREYS,REPUBLICAN,6120,8236,0.7430791646430306
TENNESSEE,JACKSON,REPUBLICAN,4118,5323,0.7736238962990795
TENNESSEE,JEFFERSON,REPUBLICAN,18651,23616,0.7897611788617886
TENNESSEE,JOHNSON,REPUBLICAN,6468,7801,0.8291244712216382
TENNESSEE,KNOX,REPUBLICAN,124540,220556,0.56466384954388
TENNESSEE,LAKE,REPUBLICAN,1492,2034,0.7335299901671584
TENNESSEE,LAUDERDALE,REPUBLICAN,5674,8965,0.6329057445621863
TENNESSEE,LAWRENCE,REPUBLICAN,15334,18718,0.8192114542151939
TENNESSEE,LEWIS,REPUBLICAN,4474,5609,0.7976466393296487
TENNESSEE,LINCOLN,REPUBLICAN,12281,15608,0.7868400820092261
TENNESSEE,LOUDON,REPUBLICAN,21713,29347,0.7398711963744165
TENNESSEE,MCMINN,REPUBLICAN,18198,22844,0.7966205568201716
TENNESSEE,MCNAIRY,REPUBLICAN,9093,11275,0.8064745011086475
TENNESSEE,MACON,REPUBLICAN,8096,9487,0.8533783071571625
TENNESSEE,MADISON,REPUBLICAN,23943,42950,0.5574621653084982
TENNESSEE,MARION,REPUBLICAN,9911,13256,0.7476614363307181
TENNESSEE,MARSHALL,REPUBLICAN,11043,14878,0.7422368597929829
TENNESSEE,MAURY,REPUBLICAN,31464,46657,0.674368261997128
TENNESSEE,MEIGS,REPUBLICAN,4467,5532,0.8074837310195228
TENNESSEE,MONROE,REPUBLICAN,16783,20797,0.8069913929893735
TENNESSEE,MONTGOMERY,REPUBLICAN,42187,76758,0.5496104640558639
TENNESSEE,MOORE,REPUBLICAN,2888,3539,0.8160497315625883
TENNESSEE,MORGAN,REPUBLICAN,6930,8228,0.8422459893048129
TENNESSEE,OBION,REPUBLICAN,10790,13521,0.7980178980844612
TENNESSEE,OVERTON,REPUBLICAN,7918,10037,0.7888811397828036
TENNESSEE,PERRY,REPUBLICAN,2775,3428,0.80950991831972
TENNESSEE,PICKETT,REPUBLICAN,2381,2931,0.8123507335380417
TENNESSEE,POLK,REPUBLICAN,6792,8360,0.8124401913875599
TENNESSEE,PUTNAM,REPUBLICAN,23759,33593,0.7072604411633376
TENNESSEE,RHEA,REPUBLICAN,11050,13637,0.8102955195424214
TENNESSEE,ROANE,REPUBLICAN,19230,25917,0.741984025928927
TENNESSEE,ROBERTSON,REPUBLICAN,24536,33717,0.7277041255153187
TENNESSEE,RUTHERFORD,REPUBLICAN,81480,143878,0.5663131263987545
TENNESSEE,SCOTT,REPUBLICAN,8004,9052,0.8842244807777286
TENNESSEE,SEQUATCHIE,REPUBLICAN,5855,7252,0.8073634859349145
TENNESSEE,SEVIER,REPUBLICAN,33783,43535,0.775996324796141
TENNESSEE,SHELBY,DEMOCRAT,246105,382055,0.6441611809817959
TENNESSEE,SMITH,REPUBLICAN,7136,9051,0.7884211689316097
TENNESSEE,STEWART,REPUBLICAN,4950,6296,0.7862134688691232
TENNESSEE,SULLIVAN,REPUBLICAN,55860,74357,0.751240636389311
TENNESSEE,SUMNER,REPUBLICAN,63454,92630,0.685026449314477
TENNESSEE,TIPTON,REPUBLICAN,20070,27308,0.7349494653581368
TENNESSEE,TROUSDALE,REPUBLICAN,2936,3998,0.7343671835917959
TENNESSEE,UNICOI,REPUBLICAN,6599,8307,0.7943902732635127
TENNESSEE,UNION,REPUBLICAN,6803,8123,0.8374984611596701
TENNESSEE,VAN BUREN,REPUBLICAN,2342,2921,0.8017802122560767
TENNESSEE,WARREN,REPUBLICAN,11850,16009,0.7402086326441377
TENNESSEE,WASHINGTON,REPUBLICAN,40444,60203,0.671793764430344
TENNESSEE,WAYNE,REPUBLICAN,5795,6669,0.8689458689458689
TENNESSEE,WEAKLEY,REPUBLICAN,10396,13735,0.7568984346559884
TENNESSEE,WHITE,REPUBLICAN,9606,11895,0.8075662042875158
TENNESSEE,WILLIAMSON,REPUBLICAN,86469,139016,0.6220075387005812
TENNESSEE,WILSON,REPUBLICAN,50296,74330,0.6766581461052065
TEXAS,ANDERSON,REPUBLICAN,15110,19227,0.7858740313101368
TEXAS,ANDREWS,REPUBLICAN,4943,5863,0.8430837455227699
TEXAS,ANGELINA,REPUBLICAN,25076,34574,0.7252848961647481
TEXAS,ARANSAS,REPUBLICAN,9239,12290,0.7517493897477624
TEXAS,ARCHER,REPUBLICAN,4300,4796,0.896580483736447
TEXAS,ARMSTRONG,REPUBLICAN,1035,1112,0.9307553956834532
TEXAS,ATASCOSA,REPUBLICAN,12039,18118,0.6644773153769732
TEXAS,AUSTIN,REPUBLICAN,11447,14554,0.7865191699876323
TEXAS,BAILEY,REPUBLICAN,1434,1860,0.7709677419354839
TEXAS,BANDERA,REPUBLICAN,10057,12715,0.7909555642941408
TEXAS,BASTROP,REPUBLICAN,20516,36665,0.5595527069412246
TEXAS,BAYLOR,REPUBLICAN,1494,1702,0.8777908343125734
TEXAS,BEE,REPUBLICAN,6006,9420,0.6375796178343949
TEXAS,BELL,REPUBLICAN,67893,127375,0.5330166830225711
TEXAS,BEXAR,DEMOCRAT,448452,770818,0.5817871404144688
TEXAS,BLANCO,REPUBLICAN,5443,7441,0.7314877032656901
TEXAS,BORDEN,REPUBLICAN,397,416,0.9543269230769231
TEXAS,BOSQUE,REPUBLICAN,7469,9126,0.8184308568923954
TEXAS,BOWIE,REPUBLICAN,27116,38261,0.7087112203026581
TEXAS,BRAZORIA,REPUBLICAN,90433,154984,0.5834989418262531
TEXAS,BRAZOS,REPUBLICAN,47530,85061,0.5587754670177872
TEXAS,BREWSTER,REPUBLICAN,2461,4822,0.5103691414350892
TEXAS,BRISCOE,REPUBLICAN,639,725,0.8813793103448276
TEXAS,BROOKS,DEMOCRAT,1470,2484,0.5917874396135265
TEXAS,BROWN,REPUBLICAN,13698,15969,0.8577869622393387
TEXAS,BURLESON,REPUBLICAN,6743,8609,0.7832500871181322
TEXAS,BURNET,REPUBLICAN,18767,24717,0.7592749929198528
TEXAS,CALDWELL,REPUBLICAN,8031,14973,0.5363654578240834
TEXAS,CALHOUN,REPUBLICAN,5641,7856,0.7180498981670062
TEXAS,CALLAHAN,REPUBLICAN,6012,6832,0.879976580796253
TEXAS,CAMERON,DEMOCRAT,64063,114174,0.5610997249811691
TEXAS,CAMP,REPUBLICAN,3626,5060,0.716600790513834
TEXAS,CARSON,REPUBLICAN,2779,3122,0.8901345291479821
TEXAS,CASS,REPUBLICAN,11033,13927,0.7922021971709629
TEXAS,CASTRO,REPUBLICAN,1602,2083,0.7690830532885262
TEXAS,CHAMBERS,REPUBLICAN,17353,21652,0.8014502124515056
TEXAS,CHEROKEE,REPUBLICAN,15101,19508,0.7740926799261841
TEXAS,CHILDRESS,REPUBLICAN,1943,2279,0.8525669153137341
TEXAS,CLAY,REPUBLICAN,5069,5744,0.8824860724233984
TEXAS,COCHRAN,REPUBLICAN,809,1000,0.809
TEXAS,COKE,REPUBLICAN,1586,1779,0.8915120854412592
TEXAS,COLEMAN,REPUBLICAN,3641,4124,0.8828806983511154
TEXAS,COLLIN,REPUBLICAN,252318,490856,0.5140367032286455
TEXAS,COLLINGSWORTH,REPUBLICAN,1048,1218,0.8604269293924466
TEXAS,COLORADO,REPUBLICAN,7472,9975,0.7490726817042607
TEXAS,COMAL,REPUBLICAN,62740,88892,0.7058002969896053
TEXAS,COMANCHE,REPUBLICAN,5177,6086,0.8506408149852119
TEXAS,CONCHO,REPUBLICAN,1058,1268,0.8343848580441641
TEXAS,COOKE,REPUBLICAN,15596,18996,0.8210149505158981
TEXAS,CORYELL,REPUBLICAN,15438,23493,0.6571319116332525
TEXAS,COTTLE,REPUBLICAN,540,662,0.8157099697885196
TEXAS,CRANE,REPUBLICAN,1247,1503,0.8296739853626082
TEXAS,CROCKETT,REPUBLICAN,1220,1574,0.7750952986022872
TEXAS,CROSBY,REPUBLICAN,1396,1953,0.7147977470558116
TEXAS,CULBERSON,DEMOCRAT,438,864,0.5069444444444444
TEXAS,DALLAM,REPUBLICAN,1389,1609,0.8632691112492231
TEXAS,DALLAS,DEMOCRAT,598576,919504,0.6509770484957107
TEXAS,DAWSON,REPUBLICAN,2951,3789,0.7788334652942729
TEXAS,DEAF SMITH,REPUBLICAN,3294,4610,0.7145336225596529
TEXAS,DELTA,REPUBLICAN,2162,2592,0.8341049382716049
TEXAS,DENTON,REPUBLICAN,222480,417964,0.5322946473858993
TEXAS,DEWITT,REPUBLICAN,6567,8118,0.8089430894308943
TEXAS,DICKENS,REPUBLICAN,853,988,0.8633603238866396
TEXAS,DIMMIT,DEMOCRAT,2264,3666,0.6175668303327878
TEXAS,DONLEY,REPUBLICAN,1438,1648,0.8725728155339806
TEXAS,DUVAL,DEMOCRAT,2575,5053,0.5095982584603206
TEXAS,EASTLAND,REPUBLICAN,7237,8293,0.8726636922705897
TEXAS,ECTOR,REPUBLICAN,32697,44591,0.7332645601130273
TEXAS,EDWARDS,REPUBLICAN,893,1066,0.8377110694183865
TEXAS,ELLIS,REPUBLICAN,56717,85493,0.66341103950031
TEXAS,EL PASO,DEMOCRAT,178126,266729,0.6678163979169869
TEXAS,ERATH,REPUBLICAN,13684,16856,0.8118177503559564
TEXAS,FALLS,REPUBLICAN,4177,6133,0.681069623349095
TEXAS,FANNIN,REPUBLICAN,12171,15007,0.8110215232891317
TEXAS,FAYETTE,REPUBLICAN,10171,12941,0.7859516266130901
TEXAS,FISHER,REPUBLICAN,1448,1826,0.7929901423877328
TEXAS,FLOYD,REPUBLICAN,1584,2039,0.7768513977439921
TEXAS,FOARD,REPUBLICAN,445,551,0.8076225045372051
TEXAS,FORT BEND,DEMOCRAT,195552,357514,0.5469771813131793
TEXAS,FRANKLIN,REPUBLICAN,4161,5009,0.83070473148333
TEXAS,FREESTONE,REPUBLICAN,6991,8711,0.8025485018941568
TEXAS,FRIO,REPUBLICAN,2823,5279,0.5347603712824398
TEXAS,GAINES,REPUBLICAN,5355,5996,0.8930953969312875
TEXAS,GALVESTON,REPUBLICAN,93911,155060,0.6056429769121631
TEXAS,GARZA,REPUBLICAN,1413,1653,0.8548094373865699
TEXAS,GILLESPIE,REPUBLICAN,12514,15850,0.7895268138801261
TEXAS,GLASSCOCK,REPUBLICAN,611,653,0.9356814701378254
TEXAS,GOLIAD,REPUBLICAN,3085,3995,0.772215269086358
TEXAS,GONZALES,REPUBLICAN,5627,7648,0.7357479079497908
TEXAS,GRAY,REPUBLICAN,6840,7782,0.8789514263685428
TEXAS,GRAYSON,REPUBLICAN,44163,59474,0.742559774018899
TEXAS,GREGG,REPUBLICAN,32493,47982,0.6771914467925472
TEXAS,GRIMES,REPUBLICAN,9432,12414,0.7597873368777187
TEXAS,GUADALUPE,REPUBLICAN,47553,77619,0.6126463881266185
TEXAS,HALE,REPUBLICAN,7177,9586,0.748696015021907
TEXAS,HALL,REPUBLICAN,995,1169,0.8511548331907614
TEXAS,HAMILTON,REPUBLICAN,3616,4351,0.8310733164789703
TEXAS,HANSFORD,REPUBLICAN,1849,2047,0.9032730825598436
TEXAS,HARDEMAN,REPUBLICAN,1330,1580,0.8417721518987342
TEXAS,HARDIN,REPUBLICAN,23858,27635,0.8633254930341958
