year,state,county_name,party,candidatevotes,win_percentage
2000,ALABAMA,AUTAUGA,REPUBLICAN,11993,0.6969432821943282
2000,ALABAMA,BALDWIN,REPUBLICAN,40872,0.7236543909348442
2000,ALABAMA,BARBOUR,DEMOCRAT,5188,0.4990860990860991
2000,ALABAMA,BIBB,REPUBLICAN,4273,0.6017462329249401
2000,ALABAMA,BLOUNT,REPUBLICAN,12667,0.704779391309186
2000,ALABAMA,BULLOCK,DEMOCRAT,3395,0.6922920065252854
2000,ALABAMA,BUTLER,REPUBLICAN,4127,0.5288991413558888
2000,ALABAMA,CALHOUN,REPUBLICAN,22306,0.5732863861831453
2000,ALABAMA,CHAMBERS,REPUBLICAN,6037,0.5101402737873922
2000,ALABAMA,CHEROKEE,REPUBLICAN,4154,0.5309983382334142
2000,ALABAMA,CHILTON,REPUBLICAN,10066,0.6669758812615956
2000,ALABAMA,CHOCTAW,DEMOCRAT,3707,0.5027122321670735
2000,ALABAMA,CLARKE,REPUBLICAN,5988,0.5569196428571429
2000,ALABAMA,CLAY,REPUBLICAN,3719,0.6321604623491416
2000,ALABAMA,CLEBURNE,REPUBLICAN,3333,0.6545561665357423
2000,ALABAMA,COFFEE,REPUBLICAN,9938,0.6439030711416354
2000,ALABAMA,COLBERT,DEMOCRAT,10543,0.4896433215678989
2000,ALABAMA,CONECUH,DEMOCRAT,2783,0.5013511079084849
2000,ALABAMA,COOSA,REPUBLICAN,2382,0.5215677687760018
2000,ALABAMA,COVINGTON,REPUBLICAN,8961,0.6582678322192023
2000,ALABAMA,CRENSHAW,REPUBLICAN,2793,0.5824817518248175
2000,ALABAMA,CULLMAN,REPUBLICAN,19157,0.648839966130398
2000,ALABAMA,DALE,REPUBLICAN,10593,0.6701885359989878
2000,ALABAMA,DALLAS,DEMOCRAT,10967,0.5939666377816292
2000,ALABAMA,DEKALB,REPUBLICAN,12827,0.6323391668720729
2000,ALABAMA,ELMORE,REPUBLICAN,16777,0.7047975130230213
2000,ALABAMA,ESCAMBIA,REPUBLICAN,6975,0.5981989708404802
2000,ALABAMA,ETOWAH,REPUBLICAN,21087,0.5359103385178408
2000,ALABAMA,FAYETTE,REPUBLICAN,4582,0.5868340163934426
2000,ALABAMA,FRANKLIN,REPUBLICAN,6119,0.551112311987751
2000,ALABAMA,GENEVA,REPUBLICAN,6588,0.6891934302751334
2000,ALABAMA,GREENE,DEMOCRAT,3504,0.7970882620564149
2000,ALABAMA,HALE,DEMOCRAT,4652,0.6017332815935843
2000,ALABAMA,HENRY,REPUBLICAN,4054,0.5848240046162724
2000,ALABAMA,HOUSTON,REPUBLICAN,22150,0.6909567333187759
2000,ALABAMA,JACKSON,DEMOCRAT,9066,0.506310733832235
2000,ALABAMA,JEFFERSON,REPUBLICAN,138491,0.5058791728611974
2000,ALABAMA,LAMAR,REPUBLICAN,4470,0.6166367774865499
2000,ALABAMA,LAUDERDALE,REPUBLICAN,17478,0.5438591032143635
2000,ALABAMA,LAWRENCE,DEMOCRAT,6296,0.5167008617152237
2000,ALABAMA,LEE,REPUBLICAN,22433,0.5862690779845285
2000,ALABAMA,LIMESTONE,REPUBLICAN,14204,0.600998561394601
2000,ALABAMA,LOWNDES,DEMOCRAT,4557,0.7299375300336377
2000,ALABAMA,MACON,DEMOCRAT,7665,0.8679651228626429
2000,ALABAMA,MADISON,REPUBLICAN,62151,0.5484653806103179
2000,ALABAMA,MARENGO,DEMOCRAT,4841,0.5038509575353872
2000,ALABAMA,MARION,REPUBLICAN,6910,0.5877849608710446
2000,ALABAMA,MARSHALL,REPUBLICAN,17084,0.6103826503269142
2000,ALABAMA,MOBILE,REPUBLICAN,78162,0.5593187591684855
2000,ALABAMA,MONROE,REPUBLICAN,5153,0.5756898670539604
2000,ALABAMA,MONTGOMERY,DEMOCRAT,40371,0.5025769345682701
2000,ALABAMA,MORGAN,REPUBLICAN,25774,0.6038752606546238
2000,ALABAMA,PERRY,DEMOCRAT,4020,0.6946604458268533
2000,ALABAMA,PICKENS,REPUBLICAN,4306,0.5042154566744731
2000,ALABAMA,PIKE,REPUBLICAN,6058,0.5745447647951442
2000,ALABAMA,RANDOLPH,REPUBLICAN,4666,0.5892158100770299
2000,ALABAMA,RUSSELL,DEMOCRAT,8396,0.5682571912013537
2000,ALABAMA,ST. CLAIR,REPUBLICAN,17117,0.7105437941054379
2000,ALABAMA,SHELBY,REPUBLICAN,47651,0.7669810713365954
2000,ALABAMA,SUMTER,DEMOCRAT,4415,0.7251971090670171
2000,ALABAMA,TALLADEGA,REPUBLICAN,13807,0.5424934187261797
2000,ALABAMA,TALLAPOOSA,REPUBLICAN,9805,0.6032732418630407
2000,ALABAMA,TUSCALOOSA,REPUBLICAN,34003,0.5656419469674285
2000,ALABAMA,WALKER,REPUBLICAN,13486,0.525954525954526
2000,ALABAMA,WASHINGTON,REPUBLICAN,4117,0.5419957872564508
2000,ALABAMA,WILCOX,DEMOCRAT,3444,0.6718689036285603
2000,ALABAMA,WINSTON,REPUBLICAN,6413,0.6882378192745224
2000,ALASKA,DISTRICT 1,REPUBLICAN,4681,0.7032752403846154
2000,ALASKA,DISTRICT 2,REPUBLICAN,4235,0.573226854358419
2000,ALASKA,DISTRICT 3,DEMOCRAT,3693,0.4489969604863222
2000,ALASKA,DISTRICT 4,REPUBLICAN,4127,0.527546976863096
2000,ALASKA,DISTRICT 5,REPUBLICAN,3545,0.5507223862047538
2000,ALASKA,DISTRICT 6,REPUBLICAN,3862,0.6331147540983607
2000,ALASKA,DISTRICT 7,REPUBLICAN,4868,0.5610233951826669
2000,ALASKA,DISTRICT 8,REPUBLICAN,5371,0.6732263725244422
2000,ALASKA,DISTRICT 9,REPUBLICAN,4789,0.7042647058823529
2000,ALASKA,DISTRICT 10,REPUBLICAN,5673,0.6385637100405223
2000,ALASKA,DISTRICT 11,REPUBLICAN,3960,0.5673352435530086
2000,ALASKA,DISTRICT 12,REPUBLICAN,4626,0.6086041310353901
2000,ALASKA,DISTRICT 13,REPUBLICAN,3853,0.48508120357547524
2000,ALASKA,DISTRICT 14,REPUBLICAN,3750,0.6390593047034765
2000,ALASKA,DISTRICT 15,REPUBLICAN,2453,0.4178875638841567
2000,ALASKA,DISTRICT 16,REPUBLICAN,1980,0.4226254002134472
2000,ALASKA,DISTRICT 17,REPUBLICAN,4564,0.5924195223260644
2000,ALASKA,DISTRICT 18,REPUBLICAN,5421,0.5485731633272617
2000,ALASKA,DISTRICT 19,REPUBLICAN,4619,0.5809332159476795
2000,ALASKA,DISTRICT 20,REPUBLICAN,3648,0.5239121068504955
2000,ALASKA,DISTRICT 21,REPUBLICAN,3263,0.4922311057474732
2000,ALASKA,DISTRICT 22,REPUBLICAN,4910,0.5759530791788856
2000,ALASKA,DISTRICT 23,REPUBLICAN,2961,0.639524838012959
2000,ALASKA,DISTRICT 24,REPUBLICAN,5063,0.6396715097915351
2000,ALASKA,DISTRICT 25,REPUBLICAN,5489,0.6693086208998903
2000,ALASKA,DISTRICT 26,REPUBLICAN,5869,0.6832363213038417
2000,ALASKA,DISTRICT 27,REPUBLICAN,6714,0.6432266717762023
2000,ALASKA,DISTRICT 28,REPUBLICAN,7113,0.6442934782608696
2000,ALASKA,DISTRICT 29,REPUBLICAN,4054,0.45948090218746457
2000,ALASKA,DISTRICT 30,REPUBLICAN,3622,0.5954298865691271
2000,ALASKA,DISTRICT 31,REPUBLICAN,3326,0.5575859178541492
2000,ALASKA,DISTRICT 32,REPUBLICAN,4178,0.6925244488645782
2000,ALASKA,DISTRICT 33,REPUBLICAN,5804,0.6662075298438935
2000,ALASKA,DISTRICT 34,REPUBLICAN,5243,0.7328767123287672
2000,ALASKA,DISTRICT 35,REPUBLICAN,4278,0.6703227828267001
2000,ALASKA,DISTRICT 36,REPUBLICAN,3007,0.5391787699480007
2000,ALASKA,DISTRICT 37,REPUBLICAN,2725,0.5419649960222752
2000,ALASKA,DISTRICT 38,REPUBLICAN,2467,0.4957797427652733
2000,ALASKA,DISTRICT 39,REPUBLICAN,2321,0.447378565921357
2000,ALASKA,DISTRICT 40,REPUBLICAN,1831,0.5675759454432734
2000,ARIZONA,APACHE,DEMOCRAT,13025,0.6694592927631579
2000,ARIZONA,COCHISE,REPUBLICAN,18180,0.5469149544237538
2000,ARIZONA,COCONINO,DEMOCRAT,20280,0.4960497028104591
2000,ARIZONA,GILA,REPUBLICAN,9158,0.5163509246729815
2000,ARIZONA,GRAHAM,REPUBLICAN,6007,0.6215852649006622
2000,ARIZONA,GREENLEE,REPUBLICAN,1619,0.5469594594594595
2000,ARIZONA,LA PAZ,REPUBLICAN,2543,0.567254070934642
2000,ARIZONA,MARICOPA,REPUBLICAN,479967,0.5322918180013508
2000,ARIZONA,MOHAVE,REPUBLICAN,24386,0.5524568994812079
2000,ARIZONA,NAVAJO,REPUBLICAN,12386,0.49254384220781805
2000,ARIZONA,PIMA,DEMOCRAT,147688,0.5134473647615074
2000,ARIZONA,PINAL,REPUBLICAN,20122,0.4873334947929281
2000,ARIZONA,SANTA CRUZ,DEMOCRAT,5233,0.5884403463398178
2000,ARIZONA,YAVAPAI,REPUBLICAN,40144,0.5883801371870786
2000,ARIZONA,YUMA,REPUBLICAN,15708,0.548233980175904
2000,ARKANSAS,ARKANSAS,REPUBLICAN,3353,0.5262084118016321
2000,ARKANSAS,ASHLEY,DEMOCRAT,4253,0.5142062628460887
2000,ARKANSAS,BAXTER,REPUBLICAN,9538,0.570864256643524
2000,ARKANSAS,BENTON,REPUBLICAN,34838,0.6494053610707229
2000,ARKANSAS,BOONE,REPUBLICAN,8569,0.6284561789512284
2000,ARKANSAS,BRADLEY,DEMOCRAT,2122,0.5332998240764011
2000,ARKANSAS,CALHOUN,REPUBLICAN,1128,0.5162471395881006
2000,ARKANSAS,CARROLL,REPUBLICAN,5556,0.5793534932221064
2000,ARKANSAS,CHICOT,DEMOCRAT,2820,0.633423180592992
2000,ARKANSAS,CLARK,DEMOCRAT,4661,0.5403431486204499
2000,ARKANSAS,CLAY,DEMOCRAT,3527,0.5977966101694915
2000,ARKANSAS,CLEBURNE,REPUBLICAN,5730,0.5613794454785931
2000,ARKANSAS,CLEVELAND,REPUBLICAN,1678,0.5275070732474064
2000,ARKANSAS,COLUMBIA,REPUBLICAN,5018,0.5391640700547975
2000,ARKANSAS,CONWAY,REPUBLICAN,3545,0.4900470002764722
2000,ARKANSAS,CRAIGHEAD,DEMOCRAT,12376,0.4919505505425925
2000,ARKANSAS,CRAWFORD,REPUBLICAN,10804,0.6129929078014185
2000,ARKANSAS,CRITTENDEN,DEMOCRAT,7224,0.5458667069669034
2000,ARKANSAS,CROSS,DEMOCRAT,3096,0.49814963797264683
2000,ARKANSAS,DALLAS,DEMOCRAT,1710,0.5142857142857142
2000,ARKANSAS,DESHA,DEMOCRAT,2776,0.617575083426029
2000,ARKANSAS,DREW,DEMOCRAT,3060,0.5167173252279635
2000,ARKANSAS,FAULKNER,REPUBLICAN,16055,0.5495276560788609
2000,ARKANSAS,FRANKLIN,REPUBLICAN,3277,0.53371335504886
2000,ARKANSAS,FULTON,REPUBLICAN,2036,0.495618305744888
2000,ARKANSAS,GARLAND,REPUBLICAN,19098,0.5314595797968554
2000,ARKANSAS,GRANT,REPUBLICAN,3285,0.5463163146515883
2000,ARKANSAS,GREENE,DEMOCRAT,6319,0.506167894905479
2000,ARKANSAS,HEMPSTEAD,DEMOCRAT,3937,0.5401289614487584
2000,ARKANSAS,HOT SPRING,DEMOCRAT,5527,0.503323923139969
2000,ARKANSAS,HOWARD,REPUBLICAN,2326,0.52164162368244
2000,ARKANSAS,INDEPENDENCE,REPUBLICAN,6145,0.5300155252716923
2000,ARKANSAS,IZARD,DEMOCRAT,2587,0.5141096979332274
2000,ARKANSAS,JACKSON,DEMOCRAT,3651,0.6012845849802372
2000,ARKANSAS,JEFFERSON,DEMOCRAT,17716,0.6512995845740965
2000,ARKANSAS,JOHNSON,REPUBLICAN,3657,0.5106828655215752
2000,ARKANSAS,LAFAYETTE,DEMOCRAT,1806,0.5338456990836535
2000,ARKANSAS,LAWRENCE,DEMOCRAT,3255,0.5389072847682119
2000,ARKANSAS,LEE,DEMOCRAT,2727,0.6617325891773841
2000,ARKANSAS,LINCOLN,DEMOCRAT,1957,0.5518894529046813
2000,ARKANSAS,LITTLE RIVER,DEMOCRAT,2883,0.5477864335930078
2000,ARKANSAS,LOGAN,REPUBLICAN,4487,0.5542243083003953
2000,ARKANSAS,LONOKE,REPUBLICAN,10606,0.5910940199520704
2000,ARKANSAS,MADISON,REPUBLICAN,3387,0.6018123667377399
2000,ARKANSAS,MARION,REPUBLICAN,3402,0.5655860349127182
2000,ARKANSAS,MILLER,REPUBLICAN,7276,0.5293561295016369
2000,ARKANSAS,MISSISSIPPI,DEMOCRAT,7107,0.5646750357540123
2000,ARKANSAS,MONROE,DEMOCRAT,1910,0.5800182204676587
2000,ARKANSAS,MONTGOMERY,REPUBLICAN,2128,0.5691361326557903
2000,ARKANSAS,NEVADA,DEMOCRAT,1867,0.4994649545211343
2000,ARKANSAS,NEWTON,REPUBLICAN,2529,0.6440030557677616
2000,ARKANSAS,OUACHITA,DEMOCRAT,5464,0.5256373256373257
2000,ARKANSAS,PERRY,REPUBLICAN,2114,0.5275767407037684
2000,ARKANSAS,PHILLIPS,DEMOCRAT,6018,0.6461934929668206
2000,ARKANSAS,PIKE,REPUBLICAN,2275,0.5729035507428859
2000,ARKANSAS,POINSETT,DEMOCRAT,4102,0.5669661368348307
2000,ARKANSAS,POLK,REPUBLICAN,4600,0.6395106353399138
2000,ARKANSAS,POPE,REPUBLICAN,11244,0.610357181630659
2000,ARKANSAS,PRAIRIE,REPUBLICAN,1862,0.530938123752495
2000,ARKANSAS,PULASKI,DEMOCRAT,68320,0.5373139023680505
2000,ARKANSAS,RANDOLPH,DEMOCRAT,3019,0.5136974646928705
2000,ARKANSAS,ST. FRANCIS,DEMOCRAT,4986,0.586864406779661
2000,ARKANSAS,SALINE,REPUBLICAN,18617,0.5747584205489179
2000,ARKANSAS,SCOTT,REPUBLICAN,2399,0.6026124089424768
2000,ARKANSAS,SEARCY,REPUBLICAN,2610,0.6431739773287334
2000,ARKANSAS,SEBASTIAN,REPUBLICAN,23483,0.5847506163002066
2000,ARKANSAS,SEVIER,REPUBLICAN,2111,0.49173072443512694
2000,ARKANSAS,SHARP,REPUBLICAN,3698,0.5189447095144541
2000,ARKANSAS,STONE,REPUBLICAN,2623,0.5397119341563786
2000,ARKANSAS,UNION,REPUBLICAN,8647,0.5539752706771734
2000,ARKANSAS,VAN BUREN,REPUBLICAN,3485,0.49899770904925544
2000,ARKANSAS,WASHINGTON,REPUBLICAN,28231,0.5486115159641657
2000,ARKANSAS,WHITE,REPUBLICAN,13170,0.5945823927765237
2000,ARKANSAS,WOODRUFF,DEMOCRAT,1699,0.6408902301018483
2000,ARKANSAS,YELL,REPUBLICAN,3223,0.49745331069609505
2000,CALIFORNIA,ALAMEDA,DEMOCRAT,342889,0.6936355029777318
2000,CALIFORNIA,ALPINE,REPUBLICAN,281,0.47952218430034127
2000,CALIFORNIA,AMADOR,REPUBLICAN,8766,0.5668649767201241
2000,CALIFORNIA,BUTTE,REPUBLICAN,45584,0.544475101826304
2000,CALIFORNIA,CALAVERAS,REPUBLICAN,10599,0.5615066751430388
2000,CALIFORNIA,COLUSA,REPUBLICAN,3629,0.6491949910554562
2000,CALIFORNIA,CONTRA COSTA,DEMOCRAT,224338,0.5880758523427301
2000,CALIFORNIA,DEL NORTE,REPUBLICAN,4526,0.5456956836267182
2000,CALIFORNIA,EL DORADO,REPUBLICAN,42045,0.5828573805034934
2000,CALIFORNIA,FRESNO,REPUBLICAN,117342,0.531355989766115
2000,CALIFORNIA,GLENN,REPUBLICAN,5795,0.665250832281024
2000,CALIFORNIA,HUMBOLDT,DEMOCRAT,24851,0.4439898520688916
2000,CALIFORNIA,IMPERIAL,DEMOCRAT,15489,0.5352662680996648
2000,CALIFORNIA,INYO,REPUBLICAN,4713,0.6030710172744722
2000,CALIFORNIA,KERN,REPUBLICAN,110663,0.6070112117954232
2000,CALIFORNIA,KINGS,REPUBLICAN,16377,0.5779777660137639
2000,CALIFORNIA,LAKE,DEMOCRAT,10717,0.5123093838137578
2000,CALIFORNIA,LASSEN,REPUBLICAN,7080,0.6688078594369923
2000,CALIFORNIA,LOS ANGELES,DEMOCRAT,1710505,0.6346594665833567
2000,CALIFORNIA,MADERA,REPUBLICAN,20283,0.6073663722114089
2000,CALIFORNIA,MARIN,DEMOCRAT,79135,0.6425642483049815
2000,CALIFORNIA,MARIPOSA,REPUBLICAN,4727,0.5854594996284369
2000,CALIFORNIA,MENDOCINO,DEMOCRAT,16634,0.48340598663179307
2000,CALIFORNIA,MERCED,REPUBLICAN,26102,0.5177119282795827
2000,CALIFORNIA,MODOC,REPUBLICAN,2969,0.7229121012904797
2000,CALIFORNIA,MONO,REPUBLICAN,2296,0.5252802562342713
2000,CALIFORNIA,MONTEREY,DEMOCRAT,67618,0.5753058689400514
2000,CALIFORNIA,NAPA,DEMOCRAT,28097,0.5432101152269739
2000,CALIFORNIA,NEVADA,REPUBLICAN,25998,0.5475683986604604
2000,CALIFORNIA,ORANGE,REPUBLICAN,541299,0.5575200457305297
2000,CALIFORNIA,PLACER,REPUBLICAN,69835,0.5928318576558375
2000,CALIFORNIA,PLUMAS,REPUBLICAN,6343,0.6098452071916162
2000,CALIFORNIA,RIVERSIDE,REPUBLICAN,231955,0.5141678507382622
2000,CALIFORNIA,SACRAMENTO,DEMOCRAT,212792,0.49308770710230565
2000,CALIFORNIA,SAN BENITO,DEMOCRAT,9131,0.5425108430871606
2000,CALIFORNIA,SAN BERNARDINO,REPUBLICAN,221757,0.4874926631097863
2000,CALIFORNIA,SAN DIEGO,REPUBLICAN,475736,0.4962644763277747
2000,CALIFORNIA,SAN FRANCISCO,DEMOCRAT,241578,0.7554364481246834
2000,CALIFORNIA,SAN JOAQUIN,REPUBLICAN,81773,0.4889589150855961
2000,CALIFORNIA,SAN LUIS OBISPO,REPUBLICAN,56859,0.5221883437723858
2000,CALIFORNIA,SAN MATEO,DEMOCRAT,166757,0.6428590703896314
2000,CALIFORNIA,SANTA BARBARA,DEMOCRAT,73411,0.47369881399460556
2000,CALIFORNIA,SANTA CLARA,DEMOCRAT,332490,0.6065907842861809
2000,CALIFORNIA,SANTA CRUZ,DEMOCRAT,66618,0.6148407937240424
2000,CALIFORNIA,SHASTA,REPUBLICAN,43278,0.6503666746814138
2000,CALIFORNIA,SIERRA,REPUBLICAN,1172,0.6345425013535463
2000,CALIFORNIA,SISKIYOU,REPUBLICAN,12198,0.6154700035319642
2000,CALIFORNIA,SOLANO,DEMOCRAT,75116,0.5702053364709455
2000,CALIFORNIA,SONOMA,DEMOCRAT,117295,0.5953879577271758
2000,CALIFORNIA,STANISLAUS,REPUBLICAN,67188,0.5238136075529949
2000,CALIFORNIA,SUTTER,REPUBLICAN,17350,0.6531395874115344
2000,CALIFORNIA,TEHAMA,REPUBLICAN,13270,0.6363287618682267
2000,CALIFORNIA,TRINITY,REPUBLICAN,3340,0.576160082801449
2000,CALIFORNIA,TULARE,REPUBLICAN,54070,0.6019951457391615
2000,CALIFORNIA,TUOLUMNE,REPUBLICAN,13172,0.5551481434652505
2000,CALIFORNIA,VENTURA,REPUBLICAN,136173,0.48170093246359996
2000,CALIFORNIA,YOLO,DEMOCRAT,33747,0.5493033400612019
2000,CALIFORNIA,YUBA,REPUBLICAN,9838,0.6100328641408818
2000,COLORADO,ADAMS,DEMOCRAT,54132,0.5019100248488669
2000,COLORADO,ALAMOSA,REPUBLICAN,2857,0.5048595158155151
2000,COLORADO,ARAPAHOE,REPUBLICAN,97768,0.5147255477988018
2000,COLORADO,ARCHULETA,REPUBLICAN,2988,0.6279949558638083
2000,COLORADO,BACA,REPUBLICAN,1663,0.7300263388937664
2000,COLORADO,BENT,REPUBLICAN,1096,0.5583290881304126
2000,COLORADO,BOULDER,DEMOCRAT,69983,0.5012175382808359
2000,COLORADO,CHAFFEE,REPUBLICAN,4300,0.5650459921156373
2000,COLORADO,CHEYENNE,REPUBLICAN,957,0.7896039603960396
2000,COLORADO,CLEAR CREEK,REPUBLICAN,2247,0.456336311941511
2000,COLORADO,CONEJOS,REPUBLICAN,1772,0.4827022609643149
2000,COLORADO,COSTILLA,DEMOCRAT,1054,0.6395631067961165
2000,COLORADO,CROWLEY,REPUBLICAN,855,0.5916955017301038
2000,COLORADO,CUSTER,REPUBLICAN,1451,0.6873519658929418
2000,COLORADO,DELTA,REPUBLICAN,8372,0.659940091439382
2000,COLORADO,DENVER,DEMOCRAT,122693,0.6185775433961693
2000,COLORADO,DOLORES,REPUBLICAN,741,0.6534391534391535
2000,COLORADO,DOUGLAS,REPUBLICAN,56007,0.6495447955929254
2000,COLORADO,EAGLE,REPUBLICAN,7165,0.4717540163286805
2000,COLORADO,ELBERT,REPUBLICAN,6151,0.6861126603457892
2000,COLORADO,EL PASO,REPUBLICAN,128294,0.6390511912411523
2000,COLORADO,FREMONT,REPUBLICAN,9914,0.6174638764324863
2000,COLORADO,GARFIELD,REPUBLICAN,9103,0.5322146866230122
2000,COLORADO,GILPIN,DEMOCRAT,1099,0.445841784989858
2000,COLORADO,GRAND,REPUBLICAN,3570,0.5619392413033213
2000,COLORADO,GUNNISON,REPUBLICAN,3128,0.43228302929795465
2000,COLORADO,HINSDALE,REPUBLICAN,316,0.558303886925795
2000,COLORADO,HUERFANO,DEMOCRAT,1495,0.47101449275362317
2000,COLORADO,JACKSON,REPUBLICAN,682,0.7372972972972973
2000,COLORADO,JEFFERSON,REPUBLICAN,120138,0.5101596239346726
2000,COLORADO,KIOWA,REPUBLICAN,728,0.7520661157024794
2000,COLORADO,KIT CARSON,REPUBLICAN,2542,0.735106998264893
2000,COLORADO,LAKE,DEMOCRAT,1296,0.4931506849315068
2000,COLORADO,LA PLATA,REPUBLICAN,9993,0.487701317715959
2000,COLORADO,LARIMER,REPUBLICAN,62429,0.5266625610568851
2000,COLORADO,LAS ANIMAS,DEMOCRAT,3243,0.5321627830653102
2000,COLORADO,LINCOLN,REPUBLICAN,1630,0.7412460209185994
2000,COLORADO,LOGAN,REPUBLICAN,5531,0.6831768774703557
2000,COLORADO,MESA,REPUBLICAN,32396,0.6345438163513143
2000,COLORADO,MINERAL,REPUBLICAN,294,0.6049382716049383
2000,COLORADO,MOFFAT,REPUBLICAN,3840,0.7195053400786959
2000,COLORADO,MONTEZUMA,REPUBLICAN,6158,0.6562233589087809
2000,COLORADO,MONTROSE,REPUBLICAN,9266,0.651846640872318
2000,COLORADO,MORGAN,REPUBLICAN,5722,0.6359190931318071
2000,COLORADO,OTERO,REPUBLICAN,4082,0.5582603938730853
2000,COLORADO,OURAY,REPUBLICAN,1279,0.5727720555306762
2000,COLORADO,PARK,REPUBLICAN,3677,0.5516879219804951
2000,COLORADO,PHILLIPS,REPUBLICAN,1573,0.7085585585585585
2000,COLORADO,PITKIN,DEMOCRAT,4137,0.5303846153846153
2000,COLORADO,PROWERS,REPUBLICAN,3026,0.6688770999115826
2000,COLORADO,PUEBLO,DEMOCRAT,28888,0.5354984614243874
2000,COLORADO,RIO BLANCO,REPUBLICAN,2185,0.7653239929947461
2000,COLORADO,RIO GRANDE,REPUBLICAN,3111,0.6130049261083744
2000,COLORADO,ROUTT,REPUBLICAN,4472,0.46399667980908904
2000,COLORADO,SAGUACHE,DEMOCRAT,1145,0.4527481217872677
2000,COLORADO,SAN JUAN,REPUBLICAN,210,0.481651376146789
2000,COLORADO,SAN MIGUEL,DEMOCRAT,1598,0.490937019969278
2000,COLORADO,SEDGWICK,REPUBLICAN,877,0.6730621642363775
2000,COLORADO,SUMMIT,DEMOCRAT,5304,0.4792193711601012
2000,COLORADO,TELLER,REPUBLICAN,6477,0.6577637859246471
2000,COLORADO,WASHINGTON,REPUBLICAN,1878,0.7680981595092025
2000,COLORADO,WELD,REPUBLICAN,37409,0.5796160580096373
2000,COLORADO,YUMA,REPUBLICAN,3156,0.7241854061496099
2000,CONNECTICUT,FAIRFIELD,DEMOCRAT,193769,0.52329126709138
2000,CONNECTICUT,HARTFORD,DEMOCRAT,221167,0.6017232748207076
2000,CONNECTICUT,LITCHFIELD,DEMOCRAT,41806,0.4786690787515171
2000,CONNECTICUT,MIDDLESEX,DEMOCRAT,43319,0.5594384823008278
2000,CONNECTICUT,NEW HAVEN,DEMOCRAT,197928,0.5802655534023846
2000,CONNECTICUT,NEW LONDON,DEMOCRAT,60449,0.55383107185722
2000,CONNECTICUT,TOLLAND,DEMOCRAT,33554,0.5351515151515152
2000,CONNECTICUT,WINDHAM,DEMOCRAT,24023,0.5464367763801379
2000,DELAWARE,KENT,REPUBLICAN,24081,0.49911911621447963
2000,DELAWARE,NEW CASTLE,DEMOCRAT,127539,0.5987887039601869
2000,DELAWARE,SUSSEX,REPUBLICAN,34620,0.5222743524371295
2000,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DEMOCRAT,171923,0.8515508137933767
2000,FLORIDA,ALACHUA,DEMOCRAT,47365,0.5524968213789966
2000,FLORIDA,BAKER,REPUBLICAN,5610,0.6880058866813834
2000,FLORIDA,BAY,REPUBLICAN,38637,0.6570359663293938
2000,FLORIDA,BRADFORD,REPUBLICAN,5414,0.6242361351320189
2000,FLORIDA,BREVARD,REPUBLICAN,115185,0.5274159206941551
2000,FLORIDA,BROWARD,DEMOCRAT,387703,0.6740984416049574
2000,FLORIDA,CALHOUN,REPUBLICAN,2873,0.5552763819095478
2000,FLORIDA,CHARLOTTE,REPUBLICAN,35426,0.5295682850992586
2000,FLORIDA,CITRUS,REPUBLICAN,29767,0.5203475159948258
2000,FLORIDA,CLAY,REPUBLICAN,41736,0.7277038690216728
2000,FLORIDA,COLLIER,REPUBLICAN,60450,0.6559102450033636
2000,FLORIDA,COLUMBIA,REPUBLICAN,10964,0.5923924789280312
2000,FLORIDA,DESOTO,REPUBLICAN,4256,0.5444543942689011
2000,FLORIDA,DIXIE,REPUBLICAN,2697,0.578011144449207
2000,FLORIDA,DUVAL,REPUBLICAN,152098,0.574744176907148
2000,FLORIDA,ESCAMBIA,REPUBLICAN,73017,0.6259601536245799
2000,FLORIDA,FLAGLER,DEMOCRAT,13897,0.5125963630998488
2000,FLORIDA,FRANKLIN,REPUBLICAN,2454,0.5284237726098191
2000,FLORIDA,GADSDEN,DEMOCRAT,9735,0.6610307598288857
2000,FLORIDA,GILCHRIST,REPUBLICAN,3300,0.6116774791473587
2000,FLORIDA,GLADES,REPUBLICAN,1841,0.5471025260029718
2000,FLORIDA,GULF,REPUBLICAN,3550,0.5777994791666666
2000,FLORIDA,HAMILTON,REPUBLICAN,2146,0.541372351160444
2000,FLORIDA,HARDEE,REPUBLICAN,3765,0.6040429969517086
2000,FLORIDA,HENDRY,REPUBLICAN,4747,0.5832411844206905
2000,FLORIDA,HERNANDO,DEMOCRAT,32644,0.5005289869516552
2000,FLORIDA,HIGHLANDS,REPUBLICAN,20206,0.574866994793593
2000,FLORIDA,HILLSBOROUGH,REPUBLICAN,180760,0.5016999958367448
2000,FLORIDA,HOLMES,REPUBLICAN,5011,0.6776200135226504
2000,FLORIDA,INDIAN RIVER,REPUBLICAN,28635,0.5770625932046269
2000,FLORIDA,JACKSON,REPUBLICAN,9138,0.5606134969325154
2000,FLORIDA,JEFFERSON,DEMOCRAT,3041,0.5388022678951099
2000,FLORIDA,LAFAYETTE,REPUBLICAN,1670,0.6666666666666666
2000,FLORIDA,LAKE,REPUBLICAN,50010,0.5643768832312015
2000,FLORIDA,LEE,REPUBLICAN,106141,0.5756737554033312
2000,FLORIDA,LEON,DEMOCRAT,61427,0.5956615336875994
